Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"Asana, Inc.",1477720,ASAN,NYSE,263912448,"633 FOLSOM STREET","SUITE 100","SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94107,"(415) 525-3888",DE,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"PricewaterhouseCoopers LLP",1,,,,"2,623,865",0,0,0,"197,214",,,"2,700","199,914","2,823,779",USD,,,0,2022-01-31,2022,01,0131,,"Russell 2000","DEF 14A",2022-04-29,52.48,2022-01-31,"5,395,422,208",2022-01-31,"378,437,000","-288,342,000",,"707,035,000"
"Alteryx, Inc.",1689923,,NYS,900673106,"17200 LAGUNA CANYON ROAD",,IRVINE,Orange,CA,CALIFORNIA,"US West",92618,"(888) 836-4274",DE,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"Deloitte & Touche LLP",3,,,,"2,622,178","164,151",0,0,"68,757",,,"5,685","238,593","2,860,771",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-04-04,50.67,2022-12-31,"3,122,082,816",2022-12-31,"855,000,000","-319,000,000","-285,000,000","1,557,000,000"
"FTAI Aviation Ltd.",1590364,FTAI,"NASDAQ Global Select Market",981420784,"405 WEST 13TH STREET","3RD FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10014,"(332) 239-7600",,,,7350,"Services-Miscellaneous Equipment Rental & Leasing",336412,"Aircraft Engine and Engine Parts Manufacturing",34,"Ernst & Young LLP",2,,,,"2,621,000","1,212,000",0,0,"304,000",,,"34,000","1,550,000","4,171,000",USD,,,0,2022-12-31,2022,12,1231,,"Russell 1000","DEF 14A",2023-04-11,2.87,2022-12-29,"286,036,320",2022-12-31,"708,411,000","-193,210,000","-23,077,000","2,429,577,000"
"DUCOMMUN INC /DE/",30305,DCO,NYSE,950693330,"600 ANTON BOULEVARD","SUITE 1100","COSTA MESA",Orange,CA,CALIFORNIA,"US West",92626,"(657) 335-3665",DE,,,3728,"Aircraft Parts and Auxiliary Equipment, NEC",336413,"Other Aircraft Parts and Auxiliary Equipment Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"2,621,000",0,0,0,0,,,"5,000","5,000","2,626,000",USD,,,0,2022-12-31,2022,12,1231,,"Russell 2000","DEF 14A",2023-03-14,49.96,2022-12-31,"604,830,016",2022-12-31,"712,537,000","28,789,000","195,352,000","1,021,506,000"
"STEWART INFORMATION SERVICES CORP",94344,STC,NYSE,741677330,"1360 POST OAK BLVD","SUITE 100",HOUSTON,Harris,TX,TEXAS,"US Southwest",77056,"(713) 625-8100",DE,,,6361,"Title Insurance",524127,"Direct Title Insurance Carriers",34,"KPMG LLP",4,,,,"2,620,336",0,0,0,"2,070","2,070",,0,"2,070","2,622,406",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2023-04-05,42.73,2022-12-31,"1,159,282,560",2022-12-31,"3,069,296,000","162,305,000","90,085,000","2,737,879,000"
"MGIC INVESTMENT CORP",876437,MTG,NYSE,391486475,"250 EAST KILBOURN AVENUE",,MILWAUKEE,Milwaukee,WI,WISCONSIN,"US Midwest",53202,"(414) 347-6480",WI,,,6351,"Surety Insurance",524210,"Insurance Agencies and Brokerages",34,"PricewaterhouseCoopers LLP",1,,,,"2,618,500","165,500",0,0,"130,000",,,"4,150","299,650","2,918,150",USD,,,0,2022-12-31,2022,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2023-03-24,13,2022-12-31,"3,814,629,120",2022-12-31,"1,172,785,000","865,349,000",,"6,213,793,000"
"CANADIAN PACIFIC KANSAS CITY LTD/CN",16875,CP,NYSE,980355078,"7550 OGDEN DALE ROAD S.E.",,CALGARY,,A0,ALBERTA,Canada,"T2C 4X9","(403) 319-3591",A0,,,4011,"Railroads, Line-haul Operating",482111,"Line-Haul Railroads",34,"Ernst & Young LLP",2,"Ernst & Young LLP Chartered Accountants",192,ONTARIO,"2,617,369",0,0,0,0,,,0,0,"2,617,369",USD,Yes,,0,2022-12-31,2022,12,1231,,,10-K/A,2023-03-23,74.59,2022-12-31,"69,405,990,912",2022-12-31,"6,505,000,000","2,596,000,000","28,414,000,000","54,242,000,000"
"KAMAN Corp",54381,,NYS,060613548,"1332 BLUE HILLS AVE","PO BOX 1",BLOOMFIELD,Hartford,CT,CONNECTICUT,"US New England",06002,"(860) 243-6321",CT,,,3760,"Guided Missiles & Space Vehicles & Parts",336411,"Aircraft Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"2,615,000","478,000",0,0,"226,000",,,"1,000","705,000","3,320,000",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-03-03,22.3,2022-12-31,"625,118,656",2022-12-31,"687,961,000","-48,573,000","-71,429,000","1,488,109,000"
"Cable One, Inc.",1632127,CABO,NYSE,133060083,"210 E. EARLL DRIVE",,PHOENIX,Maricopa,AZ,ARIZONA,"US Southwest",85012,"(602) 364-6000",DE,,,4841,"Cable and Other Pay Television Services",515210,"Cable and Other Subscription Programming",34,"PricewaterhouseCoopers LLP",1,,,,"2,615,000","7,000",0,0,0,,,"7,800","14,800","2,629,800",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2023-04-11,711.86,2022-12-31,"4,104,592,640",2022-12-31,"1,706,043,000","213,057,000","-1,858,620,000","6,886,147,000"
"USANA HEALTH SCIENCES INC",896264,USNA,NYSE,870500306,"3838 WEST PARKWAY BLVD.",,"SALT LAKE CITY","Salt Lake",UT,UTAH,"US West",84120-6336,"(801) 954-7100",UT,,,2833,"Medicinal Chemicals and Botanical Products",325411,"Medicinal and Botanical Manufacturing",34,"KPMG LLP",4,,,,"2,613,568",0,0,0,"120,122",,,0,"120,122","2,733,690",USD,,,0,2022-12-31,2022,12,0103,,"Russell 2000","DEF 14A",2023-03-31,53.2,2022-12-31,"1,021,759,232",2022-12-31,"998,601,000","69,350,000","384,672,000","596,549,000"
"EXELIXIS, INC.",939767,EXEL,"NASDAQ Global Select Market",043257395,"1851 HARBOR BAY PARKWAY",,ALAMEDA,Alameda,CA,CALIFORNIA,"US West",94502,"(650) 837-7000",DE,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"Ernst & Young LLP",2,,,,"2,611,000","275,000",0,0,"481,560","246,735","234,825","2,000","758,560","3,369,560",USD,,,0,2022-12-31,2022,12,0102,"S&P 400 MidCap","Russell 1000",DEFC14A,2023-05-01,16.04,2022-12-31,"5,196,173,824",2022-12-31,"1,611,062,000","182,282,000","2,424,743,000","3,071,489,000"
"PUGET SOUND ENERGY INC",81100,,,910374630,"355 110TH AVE NE",,BELLEVUE,King,WA,WASHINGTON,"US West",98004-5515,"(425) 454-6363",WA,1085392,"PUGET ENERGY INC /WA",4911,"Electric Services",221111,"Hydroelectric Power Generation",34,"PricewaterhouseCoopers LLP",1,,,,"2,611,000","43,000",0,0,0,,,"60,000","103,000","2,714,000",USD,,Uncertain,0,2022-12-31,2022,12,1231,,,10-K,2023-02-24,,,,2022-12-31,"4,216,173,000","490,952,000",,"15,200,242,000"
"Clear Secure, Inc.",1856314,YOU,NYSE,862643981,"85 10TH AVE., 9TH FLOOR",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10011,"(646) 723-1404",DE,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"Ernst & Young LLP",2,,,,"2,610,000","350,000",0,0,0,,,0,"350,000","2,960,000",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2023-04-27,27.43,2022-12-31,"2,407,279,616",2022-12-31,"437,434,000","-65,573,000","209,966,000","1,037,517,000"
"Intercorp Financial Services Inc.",1615903,IFS,NYSE,,"TORRE INTERBANK","AV. CARLOS VILLAR?N 140 - LA VICTORIA",LIMA,,R5,PERU,Foreign,"LIMA 13","(511) 615-9011",,,,6029,"Commercial Banks, NEC",522110,"Commercial Banking",34,"Ernst & Young LLP",2,"Tanaka Valdivia & Asociados Sociedad Civil de Responsabilidad Limitada",846,PERU,"2,608,251","26,083",0,0,"130,413",,,0,"156,495","2,764,746",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-04-25,23.5,2022-12-31,"2,712,314,368",2022-12-31,"1,478,057,000","440,046,000","2,191,680,000","22,940,247,000"
"SYNAPTICS Inc",817720,SYNA,"NASDAQ Global Select Market",770118518,"1109 MCKAY DRIVE",,"SAN JOSE","Santa Clara",CA,CALIFORNIA,"US West",95131-1706,"(408) 904-1100",DE,,,3674,"Semiconductors and Related Devices",334119,"Other Computer Peripheral Equipment Manufacturing",34,"KPMG LLP",4,,,,"2,606,000",0,0,0,"1,838,915",,,0,"1,838,915","4,444,915",USD,,,0,2022-06-25,2022,06,0626,"S&P 400 MidCap","Russell 2000","DEF 14A",2022-09-06,118.05,2022-06-30,"4,677,280,256",2022-06-25,"1,739,700,000","257,500,000","69,800,000","2,858,100,000"
"Sphere Entertainment Co.",1795250,SPHR,NYSE,843755666,"TWO PENNSYLVANIA PLAZA",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10121,"(212) 465-6000",NV,,,7900,"Services-Amusement & Recreation Services",713990,"All Other Amusement and Recreation Industries",34,"Deloitte & Touche LLP",3,,,,"2,605,000","245,000",0,0,"84,000",,,0,"329,000","2,934,000",USD,,,0,2022-06-30,2022,06,1231,,"Russell 2000","DEF 14A",2022-10-26,52.62,2022-06-30,"1,440,104,192",2022-06-30,"1,724,618,000","-194,395,000","1,419,347,000","5,522,160,000"
"Myovant Sciences Ltd.",1679082,,NYS,981343578,"SUITE 1, 3RD FLOOR","11-12 ST. JAMES SQUARE",LONDON,,X0,"UNITED KINGDOM",Foreign,"SW1Y 4LB","44 207-400-3351",CA,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,,,,"2,603,003",0,0,0,"175,748",,,0,"175,748","2,778,751",USD,,,0,2022-03-31,2022,03,0331,,,"DEF 14A",2022-07-28,13.32,2022-03-31,"1,263,514,496",2022-03-31,"230,972,000","-205,981,000",,"520,011,000"
"Coterra Energy Inc.",858470,CTRA,NYSE,043072771,"840 GESSNER ROAD, SUITE 1400",,HOUSTON,Harris,TX,TEXAS,"US Southwest",77024,"(281) 589-4600",DE,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"PricewaterhouseCoopers LLP",1,,,,"2,600,000","615,000",0,0,"1,121,330",,,900,"1,737,230","4,337,230",USD,,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-03-20,24.57,2022-12-31,"18,875,770,880",2022-12-31,"9,051,000,000","4,065,000,000",,"20,154,000,000"
"Mueller Water Products, Inc.",1350593,MWA,NYSE,203547095,"1200 ABERNATHY RD, NE","SUITE 1200",ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30328,"(770) 206-4200",DE,,,3490,"Miscellaneous Fabricated Metal Products",237110,"Water and Sewer Line and Related Structures Construction",34,"Ernst & Young LLP",2,,,,"2,600,000",0,0,0,"100,000",,,0,"100,000","2,700,000",USD,,,0,2022-09-30,2022,09,0930,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-12-19,10.27,2022-09-30,"1,600,519,296",2022-09-30,"1,247,400,000","76,600,000","209,500,000","1,498,100,000"
"Necessity Retail REIT, Inc.",1568162,,NAS,900929989,"650 FIFTH AVE","30TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10019,"(212) 415-6500",MD,,,6798,"Real Estate Investment Trusts",531120,"Lessors of Nonresidential Buildings (except Miniwarehouses)",34,"PricewaterhouseCoopers LLP",1,,,,"2,600,000",0,0,0,0,,,0,0,"2,600,000",USD,,,0,2022-12-31,2022,12,1231,,,DEFC14A,2023-04-10,5.93,2022-12-31,"795,950,208",2022-12-31,"446,438,000","-82,506,000","920,283,000","4,586,054,000"
"Veritiv Corp",1599489,,NYS,463234977,"1000 ABERNATHY ROAD NE","BUILDING 400, SUITE 1700",ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30328,"(770) 391-8200",DE,,,5110,"Wholesale-Paper & Paper Products",322121,"Paper (except Newsprint) Mills",34,"Deloitte & Touche LLP",3,,,,"2,600,000","358,689",0,0,0,,,0,"358,689","2,958,689",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-03-17,121.71,2022-12-31,"1,643,085,056",2022-12-31,"7,146,300,000","337,900,000","624,200,000","2,089,600,000"
"SOUTHWESTERN ENERGY CO",7332,,NYS,710205415,"10000 ENERGY DRIVE",,SPRING,Harris,TX,TEXAS,"US Southwest",77389,"(832) 796-4700",DE,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"PricewaterhouseCoopers LLP",1,,,,"2,599,000","90,000",0,0,"255,000",,,"4,000","349,000","2,948,000",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-04-05,5.85,2022-12-31,"6,434,595,840",2022-12-31,"15,002,000,000","1,849,000,000",,"12,926,000,000"
"Alarm.com Holdings, Inc.",1459200,ALRM,"NASDAQ Global Select Market",264247032,"8281 GREENSBORO DRIVE","SUITE 100",TYSONS,Fairfax,VA,VIRGINIA,"US Mid Atlantic",22102,"(877) 389-4033",DE,,,7372,"Prepackaged Software",541511,"Custom Computer Programming Services",34,"PricewaterhouseCoopers LLP",1,,,,"2,598,500","282,222",0,0,0,,,900,"283,122","2,881,622",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2023-04-24,49.48,2022-12-31,"2,446,919,936",2022-12-31,"842,559,000","56,338,000","392,206,000","1,329,375,000"
"Stitch Fix, Inc.",1576942,SFIX,"NASDAQ Global Select Market",275026540,"1 MONTGOMERY STREET","SUITE 1500","SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94104,"(415) 882-7765",DE,,,5961,"Catalog and Mail-Order Houses",812990,"All Other Personal Services",34,"Deloitte & Touche LLP",3,,,,"2,598,400","43,000",0,0,0,,,"5,263","48,263","2,646,663",USD,,,0,2022-07-31,2022,07,0801,,"Russell 2000","DEF 14A",2022-11-01,5.97,2022-07-31,"500,798,048",2022-07-30,"2,072,812,000","-207,121,000",,"764,535,000"
"GDS Holdings Ltd",1526125,GDS,"NASDAQ Global Market",,"F4/F5, BUILDING C, SUNLAND INTERNATIONAL","NO. 999 ZHOUHAI ROAD, PUDONG,",SHANGHAI,,F4,CHINA,Foreign,200137,86-21-2029-2200,E9,,,7370,"Services-Computer Programming, Data Processing, Etc.",518210,"Data Processing, Hosting, and Related Services",34,"KPMG LLP",4,"KPMG Huazhen LLP",355,CHINA,"2,595,000",0,0,0,"323,000",,,0,"323,000","2,918,000",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-04-04,21.03,2022-12-29,"3,752,777,472",2022-12-31,"1,341,489,000","-209,830,000","2,290,208,000","10,761,965,000"
"HUBSPOT INC",1404655,HUBS,NYSE,202632791,"2 CANAL PARK",,CAMBRIDGE,Middlesex,MA,MASSACHUSETTS,"US New England",02141,"(888) 482-7768",NY,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"PricewaterhouseCoopers LLP",1,,,,"2,593,000",0,0,0,"433,000",,,"3,000","436,000","3,029,000",USD,,,0,2022-12-31,2022,12,1231,,"Russell 1000","DEF 14A",2023-04-25,289.13,2022-12-31,"14,230,111,232",2022-12-31,"1,730,969,000","-112,749,000","864,761,000","2,544,738,000"
"indie Semiconductor, Inc.",1841925,INDI,"NASDAQ Capital Market",881735159,"32 JOURNEY",,,Orange,CA,CALIFORNIA,"US West",92656,"(202) 431-0507",DE,,,3674,"Semiconductors and Related Devices",334413,"Semiconductor and Related Device Manufacturing",34,"KPMG LLP",4,,,,"2,590,000","1,780",0,0,"15,000",,,0,"16,780","2,606,780",USD,,,0,2022-12-31,2022,12,1231,,"Russell 2000","DEF 14A",2023-05-05,5.83,2022-12-31,"739,386,624",2022-12-31,"110,797,000","-43,400,000","113,232,000","603,351,000"
"FIRST SOLAR, INC.",1274494,FSLR,"NASDAQ Global Select Market",204623678,"350 WEST WASHINGTON STREET","SUITE 600",TEMPE,,AZ,ARIZONA,"US Southwest",85288,"(602) 414-9300",DE,,,3674,"Semiconductors and Related Devices",334413,"Semiconductor and Related Device Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"2,588,957","143,142",0,0,"606,333",,,"3,115","752,590","3,341,547",USD,,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-03-30,149.79,2022-12-31,"15,968,975,872",2022-12-31,"2,619,319,000","-44,166,000","5,790,487,000","8,251,228,000"
"Alkermes plc.",1520262,ALKS,"NASDAQ Global Select Market",981007018,"CONNAUGHT HOUSE","1 BURLINGTON ROAD","DUBLIN 4",,L2,IRELAND,Foreign,00000,00-353-1-772-8000,,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"2,587,100","108,794",0,0,"1,140,065",,,"26,650","1,275,509","3,862,609",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000",DEFC14A,2023-05-25,26.13,2022-12-31,"3,992,717,568",2022-12-31,"1,111,795,000","-158,267,000","913,200,000","1,963,978,000"
"Innoviva, Inc.",1080014,INVA,"NASDAQ Global Select Market",943265960,"1350 OLD BAYSHORE HIGHWAY","SUITE 400",BURLINGAME,"San Mateo",CA,CALIFORNIA,"US West",94010,"(650) 238-9600",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Deloitte & Touche LLP",3,,,,"2,587,000","75,000",0,0,0,,,0,"75,000","2,662,000",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2023-04-28,13.25,2022-12-31,"916,740,992",2022-12-31,"5,508,000","-36,917,000","286,156,000","1,231,497,000"
"iRhythm Technologies, Inc.",1388658,IRTC,"NASDAQ Global Select Market",208149544,"699 8TH STREET","SUITE 600","San Francisco","San Francisco",CA,CALIFORNIA,"US West",94103,"(415) 632-5700",DE,,,3841,"Surgical and Medical Instruments and Apparatus",334510,"Electromedical and Electrotherapeutic Apparatus Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"2,585,962",0,0,0,0,,,"11,351","11,351","2,597,313",USD,,,0,2022-12-31,2022,12,1231,,"Russell 2000","DEF 14A",2023-04-12,93.67,2022-12-31,"2,828,187,648",2022-12-31,"410,921,000","-116,155,000","238,950,000","448,222,000"
"Procaps Group, S.A.",1863362,PRCWF,"Expert Market",,"9 RUE DE BITBOURG",,LUXEMBOURG,,N4,LUXEMBOURG,Foreign,L-1273,"(575) 371-9280",N4,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Deloitte & Touche LLP",3,"Deloitte & Touche LTDA",9,COLOMBIA,"2,585,000","130,000",0,0,0,,,0,"130,000","2,715,000",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-05-12,,,,2022-12-31,"403,203,000","36,126,000","-74,167,000","442,526,000"
"ATLAS AIR WORLDWIDE HOLDINGS INC",1135185,,NAS,134146982,"2000 WESTCHESTER AVENUE",,PURCHASE,Westchester,NY,"NEW YORK","US Mid Atlantic",10577-2543,"(914) 701-8000",DE,,,4522,"Air Transportation, Nonscheduled",481212,"Nonscheduled Chartered Freight Air Transportation",34,"PricewaterhouseCoopers LLP",1,,,,"2,585,000",10,0,0,"1,568,000","208,000","1,360,000",0,"1,568,010","4,153,010",USD,Uncertain,,0,2022-12-31,2022,12,1231,,,10-K/A,2023-03-28,100.8,2022-12-31,"2,877,053,952",2022-12-31,"4,549,104,000","355,880,000","3,006,010,000","6,696,316,000"
"PagerDuty, Inc.",1568100,PD,NYSE,272793871,"600 TOWNSEND STREET #200",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94103,"(844) 800-3889",DE,,,7372,"Prepackaged Software",518210,"Data Processing, Hosting, and Related Services",34,"Ernst & Young LLP",2,,,,"2,584,801","360,650",0,0,"50,807",,,"4,310","415,767","3,000,568",USD,,,0,2022-01-31,2022,01,0131,,"Russell 2000","DEF 14A",2022-05-03,33.02,2022-01-31,"2,864,761,600",2022-01-31,"281,396,000","-107,455,000","171,716,000","806,448,000"
"Shutterstock, Inc.",1549346,SSTK,NYSE,800812659,"350 FIFTH AVENUE","20TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10118,"(646) 419-4452",DE,,,7374,"Computer Processing and Data Preparation and Processing Services",518210,"Data Processing, Hosting, and Related Services",34,"PricewaterhouseCoopers LLP",1,,,,"2,577,095","115,000",0,0,"158,070",,,"5,847","278,917","2,856,012",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2023-04-25,52.72,2022-12-31,"1,888,904,832",2022-12-31,"827,826,000","76,103,000","-107,525,000","881,184,000"
"Brighthouse Funds Trust I",1126087,,,000000000,"BRIGHTHOUSE INVESTMENT ADVISERS, LLC","11225 NORTH COMMUNITY HOUSE RD",CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28277,"(980) 949-5121",DE,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"2,575,395","88,299",0,0,"311,570",,,0,"399,869","2,975,264",USD,,,0,2022-12-31,2022,12,1231,,,N-CSR,2023-03-06,,,,2022-12-31,"1,907,316,492","1,343,885,732","71,602,083,024","81,968,389,063"
"Angi Inc.",1705110,ANGI,"NASDAQ Global Select Market",821204801,"555 WEST 18TH STREET",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10011,"(212) 314-7230",DE,,,7310,Services-Advertising,541870,"Advertising Material Distribution Services",34,"Ernst & Young LLP",2,,,,"2,572,876",0,0,0,0,,,0,0,"2,572,876",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2023-05-01,2.35,2022-12-31,"194,107,648",2022-12-31,"1,764,355,000","-128,450,000","-12,670,000","1,907,778,000"
"Lamb Weston Holdings, Inc.",1679273,LW,NYSE,611797411,"599 S. RIVERSHORE LANE",,EAGLE,Ada,ID,IDAHO,"US West",83616,"(208) 938-1047",DE,,,2030,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties",311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",34,"KPMG LLP",4,,,,"2,570,997",0,0,0,"229,000",,,0,"229,000","2,799,997",USD,,,0,2022-05-29,2022,05,0529,"S&P 500","Russell 1000","DEF 14A",2022-08-09,67.58,2022-05-31,"9,736,346,624",2022-05-29,"4,098,900,000","200,900,000","8,800,000","4,139,800,000"
"STEELCASE INC",1050825,SCS,NYSE,380819050,"901 44TH STREET SE",,"GRAND RAPIDS",Kent,MI,MICHIGAN,"US Midwest",49508,"(616) 247-2710",MI,,,2522,"Office Furniture, Except Wood",337214,"Office Furniture (except Wood) Manufacturing",34,"Deloitte & Touche LLP",3,,,,"2,568,000",0,0,0,"916,000",,,"35,000","951,000","3,519,000",USD,,,1,2022-02-25,2022,02,0227,,"Russell 2000","DEF 14A",2023-05-31,12.17,2022-02-28,"1,061,063,360",2022-02-25,"2,772,700,000","4,000,000","523,900,000","2,261,000,000"
"ARBOR REALTY TRUST INC",1253986,ABR,NYSE,200057959,"333 EARLE OVINGTON BOULEVARD","SUITE 900",UNIONDALE,Nassau,NY,"NEW YORK","US Mid Atlantic",11553,"(516) 506-4200",MD,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"Ernst & Young LLP",2,,,,"2,566,110","977,020",0,0,0,,,0,"977,020","3,543,130",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2023-04-17,13.19,2022-12-31,"2,350,860,544",2022-12-31,"228,277,000","325,783,000","2,840,927,000","17,038,985,000"
"Vir Biotechnology, Inc.",1706431,VIR,"NASDAQ Global Select Market",812730369,"1800 OWENS STREET","SUITE 900","SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94158,"(415) 906-4324",DE,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"Ernst & Young LLP",2,,,,"2,566,000",0,0,0,0,,,0,0,"2,566,000",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2023-04-07,25.31,2022-12-31,"3,372,220,672",2022-12-31,"1,615,797,000","515,837,000","2,028,271,000","2,802,088,000"
"INSMED Inc",1104506,INSM,"NASDAQ Global Select Market",541972729,"700 US HIGHWAY 202/206",,BRIDGEWATER,Somerset,NJ,"NEW JERSEY","US Mid Atlantic",08807,"(908) 977-9900",VA,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,,,,"2,560,659","225,000",0,0,0,,,"222,667","447,667","3,008,326",USD,,,0,2022-12-31,2022,12,1231,,"Russell 1000","DEF 14A",2023-03-31,19.98,2022-12-31,"2,710,361,600",2022-12-31,"245,358,000","-492,615,000","-65,815,000","1,656,435,000"
"NIO Inc.",1736541,NIO,NYSE,,"BUILDING 19, NO. 1355, CAOBAO ROAD","MINHANG DISTRICT",SHANGHAI,,F4,CHINA,Foreign,,"(86)(21) 69082018",E9,,,3711,"Motor Vehicles and Passenger Car Bodies",336111,"Automobile Manufacturing",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Zhong Tian LLP",94,CHINA,"2,552,588",0,0,0,"207,333",,,"159,258","366,590","2,919,178",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-04-28,9.99,2022-12-29,"14,139,182,080",2022-12-31,"7,087,268,000","-2,054,187,000","3,914,550,000","13,847,537,000"
"Ingevity Corp",1653477,NGVT,NYSE,474027764,"4920 O'HEAR AVENUE","SUITE 400","NORTH CHARLESTON",Charleston,SC,"SOUTH CAROLINA","US Southeast",29405,"(843) 740-2300",DE,,,2800,"Chemicals & Allied Products",335991,"Carbon and Graphite Product Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"2,551,000","769,967",0,0,0,,,"317,778","1,087,745","3,638,745",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2023-03-10,70.44,2022-12-31,"2,627,340,800",2022-12-31,"1,668,300,000","211,600,000","-225,000,000","2,736,500,000"
