Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"Grove Collaborative Holdings, Inc.",1841761,GROV,NYSE,882840659,"1301 SANSOME STREET",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94111,"(800) 231-8527",DE,,,5961,"Catalog and Mail-Order Houses",454111,"Electronic Shopping",34,"Ernst & Young LLP",2,,,,"2,351,795",0,0,0,"3,495",,,"10,450","13,945","2,365,740",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2023-04-14,9.87,2021-12-31,"397,267,488",2021-12-31,"383,685,000","-135,896,000",,"403,808,198"
"QUEBECOR MEDIA INC",1156831,QBCRF,"Pink Limited",000000000,"300 VIGER STREET",,"EAST MONTREAL",,A8,QUEBEC,Canada,"H2X 3W","(514) 380-1994",A8,,,4841,"Cable and Other Pay Television Services",517410,"Satellite Telecommunications",34,"Ernst & Young LLP",2,"Ernst & Young LLP Chartered Accountants",192,ONTARIO,"2,351,449","61,333",0,0,"110,422",,,0,"171,755","2,523,204",USD,Uncertain,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-25,37.27,2025-12-01,,2021-12-31,"3,605,600,000","459,700,000","-2,868,900,000","8,498,600,000"
"WISCONSIN ELECTRIC POWER CO",107815,WELPM,OTCQB,390476280,"231 W MICHIGAN ST","PO BOX 2046",MILWAUKEE,Milwaukee,WI,WISCONSIN,"US Midwest",53290-0001,"(414) 221-2345",WI,783325,"WEC ENERGY GROUP, INC.",4911,"Electric Services",221112,"Fossil Fuel Electric Power Generation",34,"Deloitte & Touche LLP",3,,,,"2,351,049",0,0,0,"42,000",,,"2,106","44,106","2,395,155",USD,,Uncertain,0,2021-12-31,2021,12,1231,,,"DEF 14C",2022-03-29,,,,2021-12-31,"3,664,500,000","382,400,000",,"14,144,500,000"
"Hub Group, Inc.",940942,HUBG,"NASDAQ Global Select Market",364007085,"2001 HUB GROUP WAY",,"OAK BROOK",DuPage,IL,ILLINOIS,"US Midwest",60523,"(630) 271-3653",IL,,,4731,"Arrangement of Transportation of  Freight and Cargo",488510,"Freight Transportation Arrangement",34,"Ernst & Young LLP",2,,,,"2,350,557","262,000",0,0,"44,710",,,0,"306,710","2,657,267",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-04-12,84.24,2021-12-31,"2,856,387,584",2021-12-31,"4,232,383,000","171,474,000","566,729,000","2,437,294,000"
"FRANKLIN ELECTRIC CO INC",38725,FELE,"NASDAQ Global Select Market",350827455,"9255 COVERDALE ROAD",,"FORT WAYNE",Allen,IN,INDIANA,"US Midwest",46809,"(260) 824-2900",IN,,,3621,"Motors and Generators",335312,"Motor and Generator Manufacturing",34,"Deloitte & Touche LLP",3,,,,"2,348,923",0,0,0,"15,821",,,0,"15,821","2,364,744",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-22,94.56,2021-12-31,"4,395,432,448",2021-12-31,"1,661,865,000","153,860,000","367,161,000","1,575,165,000"
"HERC HOLDINGS INC",1364479,HRI,NYSE,203530539,"27500 RIVERVIEW CENTER BLVD",,"BONITA SPRINGS",Lee,FL,FLORIDA,"US Southeast",34134,"(239) 301-1000",DE,,,7350,"Services-Miscellaneous Equipment Rental & Leasing",532111,"Passenger Car Rental",34,"PricewaterhouseCoopers LLP",1,,,,"2,347,650",0,0,0,"5,000",,,0,"5,000","2,352,650",USD,Uncertain,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-01,156.55,2021-12-31,"4,649,534,976",2021-12-31,"2,073,100,000","224,100,000","356,700,000","4,490,400,000"
"ZoomInfo Technologies Inc.",1794515,GTM,"NASDAQ Global Select Market",873037521,"330 W COLUMBIA WAY","FLOOR 8",VANCOUVER,Clark,WA,WASHINGTON,"US West",98660,"(800) 914-1220",DE,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"KPMG LLP",4,,,,"2,345,799",0,0,0,"813,528",,,0,"813,528","3,159,327",USD,,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2022-03-29,64.2,2021-12-31,"25,892,886,528",2021-12-31,"747,200,000","116,800,000","-8,200,000","6,852,900,000"
"Liberty Energy Inc.",1694028,LBRT,NYSE,814891595,"950 17TH STREET","SUITE 2400",DENVER,Denver,CO,COLORADO,"US West",80202,"(303) 515-2800",,,,1389,"Oil and Gas Field Services, NEC",213112,"Support Activities for Oil and Gas Operations",34,"Deloitte & Touche LLP",3,,,,"2,345,213","40,000",0,0,"426,042",,,0,"466,042","2,811,255",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-08,9.7,2021-12-31,"1,778,835,584",2021-12-31,"2,470,782,000","-179,244,000",,"2,040,660,000"
"Yellow Corp",716006,YELLQ,"Expert Market",480948788,"10990 ROE AVENUE",,"OVERLAND PARK",Johnson,KS,KANSAS,"US Midwest",66211,"(913) 696-6156",DE,,,4213,"Trucking, Except Local",484122,"General Freight Trucking, Long-Distance, Less Than Truckload",34,"KPMG LLP",4,,,,"2,345,000",0,0,0,0,,,0,0,"2,345,000",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-14,12.59,2021-12-31,"641,518,272",2021-12-31,"5,121,800,000","-109,100,000",,"2,425,600,000"
"Shutterstock, Inc.",1549346,SSTK,NYSE,800812659,"350 FIFTH AVENUE","20TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10118,"(646) 419-4452",DE,,,7374,"Computer Processing and Data Preparation and Processing Services",518210,"Data Processing, Hosting, and Related Services",34,"PricewaterhouseCoopers LLP",1,,,,"2,345,000",0,0,0,"190,200",,,"5,847","196,047","2,541,047",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-04-21,110.88,2021-12-31,"4,037,916,928",2021-12-31,"773,415,000","91,883,000","124,844,000","851,710,000"
"TRANSALTA CORP",1144800,TAC,NYSE,000000000,"110 12TH AVE SW","BOX 1900 STATION M",CALGARY,,A0,ALBERTA,Canada,"T2P 2MI","(403) 267-2014",A0,,,4911,"Electric Services",221112,"Fossil Fuel Electric Power Generation",34,"Ernst & Young LLP",2,"Ernst & Young LLP Chartered Accountants",192,ONTARIO,"2,343,152","1,140,389",0,0,"53,102",,,0,"1,193,491","3,536,643",USD,,,0,2021-12-31,2021,12,1231,,,40-F,2022-02-24,10.95,2021-12-29,"2,959,180,032",2021-12-31,"2,154,000,000","-425,000,000","683,000,000","7,304,000,000"
"TERADATA CORP /DE/",816761,TDC,NYSE,753236470,"17095 VIA DEL CAMPO",,"SAN DIEGO","San Diego",CA,CALIFORNIA,"US West",92127,"(866) 548-8348",DE,,,7372,"Prepackaged Software",518210,"Data Processing, Hosting, and Related Services",34,"PricewaterhouseCoopers LLP",1,,,,"2,341,008","50,000",0,0,"104,000",,,"51,903","205,903","2,546,911",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 1000","DEF 14A",2022-03-23,42.47,2021-12-31,"4,552,783,872",2021-12-31,"1,917,000,000","147,000,000","64,000,000","2,169,000,000"
"Clearwater Analytics Holdings, Inc.",1866368,CWAN,NYSE,871043711,"777 W. MAIN STREET, SUITE 900",,BOISE,Ada,ID,IDAHO,"US West",83702,"(208) 918-2400",DE,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"KPMG LLP",4,,,,"2,341,000",0,0,0,"530,979",,,0,"530,979","2,871,979",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-21,22.98,2021-12-31,"1,101,865,472",2021-12-31,"252,022,000","-8,213,000",,"344,355,000"
"AMERICAN CAMPUS COMMUNITIES INC",1283630,,NYS,760753089,"805 LAS CIMAS PARKWAY","SUITE 400",AUSTIN,Travis,TX,TEXAS,"US Southwest",78746,"(512) 732-1000",MD,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"Ernst & Young LLP",2,,,,"2,340,000",0,0,0,0,,,"7,200","7,200","2,347,200",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-20,57.29,2021-12-31,"7,966,988,800",2021-12-31,"942,409,000","35,489,000",,"7,574,586,000"
"Rani Therapeutics Holdings, Inc.",1856725,RANI,"NASDAQ Global Market",863114789,"2051 RINGWOOD AVENUE",,"SAN JOSE","Santa Clara",CA,CALIFORNIA,"US West",95131,"(408) 457-3700",CA,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,,,,"2,337,000",0,0,0,"200,000",,,0,"200,000","2,537,000",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-13,16.35,2021-12-31,"322,291,200",2021-12-31,"2,717,000","-8,331,000",,"124,207,000"
"Wendy's Co",30697,WEN,"NASDAQ Global Select Market",380471180,"ONE DAVE THOMAS BLVD",,DUBLIN,Franklin,OH,OHIO,"US Midwest",43017,"(614) 764-3100",DE,,,5810,"Retail-Eating & Drinking Places",722211,"Limited-Service Restaurants",34,"Deloitte & Touche LLP",3,,,,"2,334,219",0,0,0,"52,500",,,"4,074","56,574","2,390,793",USD,Yes,,0,2022-01-02,2021,12,1228,"S&P 600 SmallCap","Russell 1000","DEF 14A",2022-03-31,23.87,2022-01-04,"5,266,544,128",2022-01-02,"1,896,998,000","200,392,000","-1,619,664,000","5,101,391,000"
"USANA HEALTH SCIENCES INC",896264,USNA,NYSE,870500306,"3838 WEST PARKWAY BLVD.",,"SALT LAKE CITY","Salt Lake",UT,UTAH,"US West",84120-6336,"(801) 954-7100",UT,,,2833,"Medicinal Chemicals and Botanical Products",325411,"Medicinal and Botanical Manufacturing",34,"KPMG LLP",4,,,,"2,333,272",0,0,0,"173,295",,,0,"173,295","2,506,567",USD,,,0,2022-01-01,2021,12,0103,,"Russell 2000","DEF 14A",2022-03-30,102.94,2022-01-03,"2,003,408,768",2022-01-01,"1,186,464,000","116,505,000","347,014,000","577,740,000"
"ACUITY INC. (DE)",1144215,AYI,NYSE,582632672,"1170 PEACHTREE STREET NE","SUITE 1200",ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30309,"(404) 853-1400",DE,,,3640,"Electric Lighting & Wiring Equipment",335110,"Electric Lamp Bulb and Part Manufacturing",34,"Ernst & Young LLP",2,,,,"2,332,000",0,0,0,"166,000",,,"1,000","167,000","2,499,000",USD,,,0,2021-08-31,2021,08,0831,"S&P 400 MidCap","Russell 1000","DEF 14A",2021-11-22,184.53,2021-08-31,"6,494,047,232",2021-08-31,"3,461,000,000","306,300,000","376,600,000","3,575,100,000"
"Owlet, Inc.",1816708,OWLT,NYSE,851615012,"2940 WEST MAPLE LOOP DRIVE","SUITE 203",LEHI,,UT,UTAH,"US West",84048,"(844) 334-5330",DE,,,3829,"Measuring and Controlling Devices, NEC",511210,"Software Publishers",34,"PricewaterhouseCoopers LLP",1,,,,"2,331,200",0,0,0,"34,741",,,900,"35,641","2,366,841",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-05-02,2.67,2021-12-31,"301,700,832",2021-12-31,"75,842,000","-71,704,000","53,495,000","140,047,000"
"Chindata Group Holdings Ltd",1807192,,NAS,,"NO. 47 LAIGUANGYING EAST ROAD","CHAOYANG DISTRICT",BEIJING,,F4,CHINA,Foreign,100012,"0086 4008-797-679",E9,,,7370,"Services-Computer Programming, Data Processing, Etc.",541513,"Computer Facilities Management Services",34,"Ernst & Young LLP",2,"Ernst & Young Hua Ming LLP",211,CHINA,"2,326,000","69,000",0,0,"35,000",,,0,"104,000","2,430,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-29,5.89,2021-12-29,"1,014,781,568",2021-12-31,"447,532,000","49,647,000","1,464,842,000","2,931,261,000"
"iQIYI, Inc.",1722608,IQ,"NASDAQ Global Select Market",000000000,"3/F, IQIYI YOUTH CENTER YOOLEE PLAZA","NO. 21, NORTH ROAD OF WORKERS STADIUM","CHAOYANG DISTRICT BEIJING",,F4,CHINA,Foreign,,861062677171,E9,,,7841,"Video Tape Rental",518210,"Data Processing, Hosting, and Related Services",34,"Ernst & Young LLP",2,"Ernst & Young Hua Ming LLP",211,CHINA,"2,325,903","1,313,853",0,0,0,,,0,"1,313,853","3,639,756",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-28,4.03,2021-12-29,"1,502,504,576",2021-12-31,"4,794,081,000","-968,028,000","-2,676,424,000","6,664,025,000"
"Enphase Energy, Inc.",1463101,ENPH,"NASDAQ Global Market",204645388,"47281 BAYSIDE PARKWAY",,FREMONT,Alameda,CA,CALIFORNIA,"US West",94538,"(707) 763-4784",DE,,,3674,"Semiconductors and Related Devices",335999,"All Other Miscellaneous Electrical Equipment and Component Manufacturing",34,"Deloitte & Touche LLP",3,,,,"2,324,000","1,134,000",0,0,"109,000",,,0,"1,243,000","3,567,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 1000","DEF 14A",2022-04-08,182.94,2021-12-31,"24,494,567,424",2021-12-31,"1,382,049,000","145,449,000","151,156,000","2,079,256,000"
"Peakstone Realty Trust",1600626,PKST,NYSE,464654479,"GRIFFIN CAPITAL PLAZA","1520 E. GRAND AVENUE","EL SEGUNDO","Los Angeles",CA,CALIFORNIA,"US West",90245,"(310) 469-6100",MD,,,6798,"Real Estate Investment Trusts",531120,"Lessors of Nonresidential Buildings (except Miniwarehouses)",34,"Ernst & Young LLP",2,,,,"2,323,328","14,100",0,0,"733,858",,,"1,465","749,423","3,072,751",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-08-29,,,"1,656,439,695",2021-12-31,"459,872,000","11,504,000","2,009,730,000","5,273,017,000"
"Emerald Holding, Inc.",1579214,EEX,NYSE,421775077,"31910 DEL OBISPO STREET","SUITE 200","SAN JUAN CAPISTRANO",Orange,CA,CALIFORNIA,"US West",92675,"(949) 226-5700",DE,,,7389,"Business Services, NEC",561920,"Convention and Trade Show Organizers",34,"PricewaterhouseCoopers LLP",1,,,,"2,321,422",0,0,0,0,,,"3,044","3,044","2,324,466",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-08,3.97,2021-12-31,"278,003,232",2021-12-31,"145,500,000","-79,700,000","-436,400,000","1,062,400,000"
"ZOGENIX, INC.",1375151,,NAS,205300780,"5959 HORTON STREET, SUITE 500",,EMERYVILLE,Alameda,CA,CALIFORNIA,"US West",94608,"(510) 550-8300",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,,,,"2,320,000",0,0,0,0,,,"1,000","1,000","2,321,000",USD,,,0,2021-12-31,2021,12,1231,,,10-K/A,2022-03-07,16.25,2021-12-31,"911,543,744",2021-12-31,"81,690,000","-227,413,000","103,849,000","468,489,000"
"iHeartMedia, Inc.",1400891,IHRT,"NASDAQ Global Select Market",260241222,"20880 STONE OAK PARKWAY",,"SAN ANTONIO",Bexar,TX,TEXAS,"US Southwest",78258,"(210) 822-2828",,,,4832,"Radio Broadcasting Stations",515112,"Radio Stations",34,"Ernst & Young LLP",2,,,,"2,318,000","52,000",0,0,"335,000",,,"8,000","395,000","2,713,000",USD,Uncertain,,1,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2023-04-05,20.82,2021-12-29,"2,502,335,488",2021-12-31,"3,558,340,000","-159,199,000","-4,850,871,000","8,881,309,000"
"Enfusion, Inc.",1868912,,NYS,871268462,"125 SOUTH CLARK STREET, SUITE 750",,CHICAGO,Cook,IL,ILLINOIS,"US Midwest",60603,"(312) 253-9800",DE,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"Ernst & Young LLP",2,,,,"2,313,134",0,0,0,0,,,"3,100","3,100","2,316,234",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-29,20.94,2021-12-31,"1,373,314,048",2021-12-31,"111,700,000","-158,317,000",,"106,085,000"
"Aveanna Healthcare Holdings, Inc.",1832332,AVAH,"NASDAQ Global Select Market",814717209,"400 INTERSTATE NORTH PARKWAY","STE 1700",ATLANTA,Cobb,GA,GEORGIA,"US Southeast",30339,"(770) 441-1580",DE,,,8082,"Home Health Care Services",621610,"Home Health Care Services",34,"Ernst & Young LLP",2,,,,"2,312,000",0,0,0,"1,101,866",,,0,"1,101,866","3,413,866",USD,,,0,2022-01-01,2021,12,0101,,"Russell 2000","DEF 14A",2022-03-30,7.46,2022-01-03,"1,373,864,832",2022-01-01,"1,678,618,000","-117,044,000","-1,300,480,000","2,334,371,000"
"Doximity, Inc.",1516513,DOCS,NYSE,272485512,"500 THIRD STREET, SUITE 510",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94107,"(650) 549-4330",DE,,,7371,"Computer Programming Services",541511,"Custom Computer Programming Services",34,"Deloitte & Touche LLP",3,,,,"2,311,589",0,0,0,0,,,"3,790","3,790","2,315,379",USD,,,0,2021-03-31,2021,03,0331,"S&P 400 MidCap","Russell 1000","DEF 14A",2022-06-15,,,,2021-03-31,"206,897,000","50,210,000","119,690,000","251,719,000"
"LHC Group, Inc",1303313,,NAS,710918189,"901 HUGH WALLIS ROAD SOUTH",,LAFAYETTE,Lafayette,LA,LOUISIANA,"US Southeast",70508,"(337) 233-1307",DE,,,8082,"Home Health Care Services",621610,"Home Health Care Services",34,"KPMG LLP",4,,,,"2,310,000",0,0,0,0,,,0,0,"2,310,000",USD,,,0,2021-12-31,2021,12,1231,,,10-K/A,2022-04-27,137.23,2021-12-31,"4,203,960,576",2021-12-31,"2,219,622,000","115,728,000","-564,685,000","2,895,621,000"
"Vita Coco Company, Inc.",1482981,COCO,"NASDAQ Global Select Market",113713156,"111 5TH AVENUE","2ND FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10003,"(212) 206-0763",DE,,,2080,Beverages,312111,"Soft Drink Manufacturing",34,"Deloitte & Touche LLP",3,,,,"2,303,763",0,0,0,"146,985",,,0,"146,985","2,450,748",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-21,11.17,2021-12-31,"620,587,136",2021-12-31,"379,513,000","19,015,000","107,448,000","197,484,000"
"Alarm.com Holdings, Inc.",1459200,ALRM,"NASDAQ Global Select Market",264247032,"8281 GREENSBORO DRIVE","SUITE 100",TYSONS,Fairfax,VA,VIRGINIA,"US Mid Atlantic",22102,"(877) 389-4033",DE,,,7372,"Prepackaged Software",541511,"Custom Computer Programming Services",34,"PricewaterhouseCoopers LLP",1,,,,"2,301,960",0,0,0,"199,256",,,900,"200,156","2,502,116",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-04-21,84.81,2021-12-31,"4,262,504,192",2021-12-31,"748,969,000","52,259,000","421,748,000","1,232,015,000"
"DUKE ENERGY FLORIDA, LLC",37637,,,590247770,"299 FIRST AVENUE NORTH",,"ST. PETERSBURG",Pinellas,FL,FLORIDA,"US Southeast",33701,"(800) 488-3853",FL,1326160,"Duke Energy CORP",4911,"Electric Services",221122,"Electric Power Distribution",34,"Deloitte & Touche LLP",3,,,,"2,300,000","100,000",0,0,0,,,0,"100,000","2,400,000",USD,,Uncertain,0,2021-12-31,2021,12,1231,,,10-K,2022-02-24,,,,2021-12-31,"5,259,000,000","738,000,000",,"22,733,000,000"
"FORWARD AIR CORP",912728,FWRD,"NASDAQ Global Select Market",621120025,"3200 OLYMPUS BOULEVARD","SUITE 300",DALLAS,Dallas,TX,TEXAS,"US Southwest",75019,"(817) 552-5270",DE,,,4731,"Arrangement of Transportation of  Freight and Cargo",488490,"Other Support Activities for Road Transportation",34,"Ernst & Young LLP",2,,,,"2,300,000","75,500",0,0,"271,056",,,0,"346,556","2,646,556",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-28,121.09,2021-12-31,"3,265,650,432",2021-12-31,"1,387,227,000","105,859,000","172,185,000","1,117,823,000"
"Infosys Ltd",1067491,INFY,NYSE,581760235,"ELECTRONICS CITY, HOSUR ROAD",*,BANGALORE,,K7,INDIA,Foreign,"560 100",+91-80-2852-0261,K7,,,7371,"Computer Programming Services",541511,"Custom Computer Programming Services",34,"Deloitte & Touche LLP",3,"Deloitte Haskins & Sells LLP",16,INDIA,"2,300,000",0,0,0,"200,000",,,"100,000","300,000","2,600,000",USD,,,0,2021-03-31,2021,03,0331,,,20-F,2021-06-11,18.43,2021-03-29,"78,493,229,056",2021-03-31,"13,561,000,000","2,623,000,000","9,327,000,000","14,825,000,000"
"NIO Inc.",1736541,NIO,NYSE,,"BUILDING 19, NO. 1355, CAOBAO ROAD","MINHANG DISTRICT",SHANGHAI,,F4,CHINA,Foreign,,"(86)(21) 69082018",E9,,,3711,"Motor Vehicles and Passenger Car Bodies",336111,"Automobile Manufacturing",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Zhong Tian LLP",94,CHINA,"2,297,227","155,009",0,0,"348,769",,,"379,771","883,549","3,180,776",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-29,28.25,2021-12-29,"36,507,824,128",2021-12-31,"5,669,926,000","-625,374,000","5,929,169,000","13,004,715,000"
"HA Sustainable Infrastructure Capital, Inc.",1561894,HASI,NYSE,461347456,"ONE PARK PLACE, SUITE 200",,ANNAPOLIS,"Anne Arundel",MD,MARYLAND,"US Mid Atlantic",21401,"(410) 571-9860",DE,,,6799,"Investors, NEC",525990,"Other Financial Vehicles",34,"Ernst & Young LLP",2,,,,"2,296,000","294,000",0,0,"417,000",,,0,"711,000","3,007,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-04-18,53.12,2021-12-31,"4,532,558,848",2021-12-31,"217,882,000","126,579,000",,"4,148,311,000"
"Verisk Analytics, Inc.",1442145,VRSK,"NASDAQ Global Select Market",262994223,"545 WASHINGTON BOULEVARD",,"JERSEY CITY",Hudson,NJ,"NEW JERSEY","US Mid Atlantic",07310-1686,"(201) 469-2000",DE,,,7374,"Computer Processing and Data Preparation and Processing Services",541611,"Administrative Management and General Management Consulting Services",34,"Deloitte & Touche LLP",3,,,,"2,295,000","650,000",0,0,"734,000",,,0,"1,384,000","3,679,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-04-15,228.73,2021-12-31,"36,974,579,712",2021-12-31,"2,462,500,000","666,200,000","-2,740,600,000","7,808,100,000"
"Rockley Photonics Holdings Ltd",1852117,RKLWQ,PINX,981644526,"HARBOUR PLACE, 2ND FLOOR","103 SOUTH CHURCH STREET","GEORGE TOWN",,E9,"CAYMAN ISLANDS",Foreign,KY1-1106,"(408) 579-9210",E9,,,3674,"Semiconductors and Related Devices",334413,"Semiconductor and Related Device Manufacturing",34,"Ernst & Young LLP",2,,,,"2,293,000",0,0,0,"1,527,000",,,"8,000","1,535,000","3,828,000",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-03-31,4.31,2021-12-29,"547,503,744",2021-12-31,"8,213,000","-168,013,000","100,770,000","162,830,000"
"TrueBlue, Inc.",768899,TBI,NYSE,911287341,"1015 A STREET",,TACOMA,Pierce,WA,WASHINGTON,"US West",98402,"(253) 383-9101",WA,,,7363,"Help Supply Services",561320,"Temporary Help Services",34,"Deloitte & Touche LLP",3,,,,"2,292,200","15,000",0,0,0,,,"93,913","108,913","2,401,113",USD,,,0,2021-12-26,2021,12,1231,,"Russell 2000","DEF 14A",2022-03-31,27.67,2021-12-31,"964,603,840",2021-12-26,"2,173,622,000","61,634,000","376,318,000","1,033,226,000"
"RB GLOBAL INC.",1046102,RBA,NYSE,980626225,"9500 GLENLYON PARKWAY",,RICHMOND,,A1,"BRITISH COLUMBIA",Canada,"V5J 0C6","(778) 331-5300",A6,,,7389,"Business Services, NEC",453998,"All Other Miscellaneous Store Retailers (except Tobacco Stores)",34,"Ernst & Young LLP",2,"Ernst & Young LLP Chartered Accountants",192,ONTARIO,"2,287,707",0,0,0,"5,664",,,0,"5,664","2,293,371",USD,,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2022-03-15,61.21,2021-12-31,"6,770,930,688",2021-12-31,"1,416,971,000","151,854,000","-227,556,000","3,592,914,000"
"TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD",1046179,TSM,NYSE,000000000,"NO. 8, LI-HSIN ROAD 6","HSINCHU SCIENCE PARK",HSINCHU,,F5,TAIWAN,Foreign,300-096,886-3-5636688,F5,,,3674,"Semiconductors and Related Devices",334413,"Semiconductor and Related Device Manufacturing",34,"Deloitte & Touche LLP",3,"Deloitte & Touche",28,TAIWAN,"2,286,391","830,383",0,0,0,,,"2,685","833,068","3,119,459",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-14,120.31,2021-12-31,"623,927,689,216",2021-12-31,"57,375,800,000","21,429,200,000","76,713,800,000","134,647,900,000"
"Sight Sciences, Inc.",1531177,SGHT,"NASDAQ Global Market",800625749,"4040 CAMPBELL AVE,","SUITE 100","MENLO PARK","San Mateo",CA,CALIFORNIA,"US West",94025,"(415) 889-0550",DE,,,3841,"Surgical and Medical Instruments and Apparatus",334413,"Semiconductor and Related Device Manufacturing",34,"Deloitte & Touche LLP",3,,,,"2,280,000",0,0,0,0,,,0,0,"2,280,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-29,17.57,2021-12-31,"834,657,664",2021-12-31,"48,956,000","-62,960,000",,"280,186,000"
"Midstream Co LLC",1747009,,NYS,830516635,"625 LIBERTY AVENUE","SUITE 1700",PITTSBURGH,Allegheny,PA,PENNSYLVANIA,"US Mid Atlantic",15222,"(412) 553-5700",DE,,,4922,"Natural Gas Transmission",211111,"Crude Petroleum and Natural Gas Extraction",34,"Ernst & Young LLP",2,,,,"2,275,433","56,005",0,0,0,,,"35,424","91,429","2,366,862",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-02-25,10.13,2021-12-29,"4,381,235,200",2021-12-31,"1,317,037,000","-1,411,820,000","1,070,904,000","10,920,764,000"
